index,brand,ultra_hd,full_hd,Price,Rating,inches,display_type,wifi,rom,value_score,smart_features,Company_amazon,Company_croma,Company_flipkart,ppi,resolution_width,resolution_height,fast_charging,ram,Spec_Score,size_category,charging_category,brand_category
600,toshiba,1,0,11.76756768,4.5,77,qled,1,32,0.002651183,4,1,0,0,1,1,2,3,2,4,0,1,big
601,hisense,1,0,10.04324949,4.35,43,led,1,16,0.010024349,4,0,0,1,4,1,2,1,1,2,0,2,big
602,croma,0,0,9.121509158,4,32,led,0,16,0.012020033,3,0,1,0,0,0,0,0,0,0,0,2,medium
603,croma,1,0,11.08206562,4.5,75,qled,1,16,0.004084992,4,0,1,0,1,1,2,1,1,3,1,2,medium
604,hisense,1,0,10.87636654,4.4,65,qled,1,28.8,0.005571726,4,0,0,1,2,1,2,1,1,4,1,2,big
605,redmi,0,0,9.546812609,4.3,32,led,1,16,0.009829274,4,0,1,0,0,0,0,1,0,0,0,2,big
606,hisense,1,0,11.35335513,4,75,qled,1,25.6,0.003472141,4,0,0,1,1,1,2,2,1,4,1,2,big
607,iffalcon,0,0,9.903037451,4.5,32,led,1,16,0.008329165,3,0,0,1,0,0,0,0,0,0,0,2,big
608,samsung,1,0,10.95064864,4.35,55,qled,1,25.6,0.004350763,4,0,1,0,3,1,2,1,1,3,1,2,big
609,toshiba,1,0,10.5865844,4.75,55,qled,1,28.8,0.007437056,4,0,1,0,3,1,2,1,1,3,1,2,big
610,sony,1,0,11.15625052,4.25,65,led,1,16,0.003764339,4,0,0,1,2,1,2,1,1,3,1,2,big
611,tcl,1,0,12.0256952,4.65,65,qled,1,32,0.001809989,3,0,0,1,2,1,2,1,1,3,1,2,big
612,lg,1,0,11.07434298,4.35,65,led,1,19.2,0.003709647,4,0,1,0,2,1,2,1,1,2,1,2,big
613,lg,1,0,10.66883911,4.25,55,led,1,22.4,0.005140252,4,0,1,0,3,1,2,1,1,2,1,2,big
614,tcl,1,0,11.71170255,4.6,55,qled,1,32,0.002187065,3,0,0,1,3,1,2,1,1,3,1,2,big
615,lg,1,0,12.04355372,4.15,65,oled,1,44.8,0.001977365,4,0,0,1,2,1,2,3,2,4,1,1,big
616,tcl,1,0,11.69524702,4.55,75,qled,1,16,0.002502521,4,0,0,1,1,1,2,2,1,3,1,1,big
617,motorola,1,0,10.93308911,4.75,65,qled,1,16,0.005174292,4,0,0,1,2,1,2,1,1,3,1,2,big
618,tcl,0,1,9.391911647,4.55,32,led,1,19.2,0.013281902,3,0,1,0,1,0,1,1,0,0,0,2,big
619,motorola,1,0,10.47728798,4.35,55,miniled,1,16,0.007107242,4,0,0,1,3,1,2,1,1,3,1,2,big
620,tcl,1,0,10.17351469,4.3,50,led,1,16,0.008534677,3,0,1,0,4,1,2,1,1,2,1,2,big
621,tcl,1,0,10.46310334,4.75,55,qled,1,32,0.00814309,3,0,0,1,3,1,2,1,1,3,1,2,big
622,samsung,1,0,12.34579741,4.65,75,qled,1,19.2,0.001542252,4,1,0,0,4,1,2,3,0,4,1,0,big
623,samsung,1,0,11.23188794,4.4,50,qled,1,28.8,0.003846409,4,0,1,0,4,1,2,3,1,3,1,1,big
624,samsung,1,0,11.15612194,4,65,led,1,25.6,0.003257608,3,0,0,1,2,1,2,1,1,3,1,2,big
625,samsung,1,0,12.34579741,4.3,77,oled,1,41.6,0.001542252,4,1,0,0,1,1,2,3,2,4,1,0,big
626,samsung,1,0,10.96804311,4.05,65,led,1,19.2,0.00384118,3,0,1,0,2,1,2,1,1,2,1,2,big
627,samsung,1,0,10.54534144,4.55,50,led,1,19.2,0.0065857,3,0,0,1,4,1,2,1,1,2,1,2,big
628,samsung,1,0,10.55841352,4.15,55,led,1,22.4,0.00582093,3,0,0,1,3,1,2,1,1,2,1,2,big
629,samsung,1,0,10.46364605,4.05,43,led,1,19.2,0.00578274,3,0,0,1,4,1,2,1,1,1,0,2,big
630,samsung,1,0,11.51283546,4.75,65,qled,1,19.2,0.003135314,4,0,0,1,2,1,2,1,1,3,1,2,big
631,samsung,1,0,11.51283546,4.1,75,led,1,16,0.002583258,4,0,0,1,1,1,2,1,1,3,1,2,big
632,samsung,1,0,10.82818287,4.7,50,qled,1,22.4,0.005220047,4,0,0,1,4,1,2,1,1,2,1,2,big
633,lloyd,1,0,10.2490611,4.3,43,led,1,19.2,0.006543975,4,0,0,1,4,1,2,1,1,1,0,2,medium
634,samsung,1,0,10.51842992,4.7,43,led,1,19.2,0.006734253,3,0,0,1,4,1,2,1,1,2,0,2,big
635,samsung,1,0,11.03474449,4.25,55,qled,1,19.2,0.004045007,4,0,0,1,3,1,2,1,1,3,1,2,big
636,kodak,0,1,9.581903928,4.75,43,led,1,19.2,0.01081109,4,0,0,1,1,0,1,2,1,0,0,2,medium
637,bpl,1,0,10.1266311,4.15,43,led,1,22.4,0.007802312,4,0,0,1,4,1,2,1,1,1,0,2,small
638,lg,1,0,10.95771247,4.65,55,qned,1,19.2,0.004942154,4,0,1,0,3,1,2,1,1,3,1,2,big
639,bpl,0,0,9.455245415,4.05,32,led,1,16,0.009828558,4,0,0,1,0,0,0,1,1,0,0,2,small
640,samsung,0,1,10.02127059,4.75,43,led,1,19.2,0.007600338,3,0,0,1,1,0,1,1,1,0,0,2,big
641,foxsky,1,0,10.51867319,4.45,65,led,1,25.6,0.005051488,4,0,0,1,2,1,2,2,0,1,1,2,medium
642,panasonic,0,1,10.23336667,4.75,43,led,1,19.2,0.005976991,3,0,0,1,1,0,1,1,0,0,0,2,big
643,blaupunkt,1,0,10.22557105,4.1,55,led,1,22.4,0.006685025,4,0,1,0,3,1,2,3,1,1,1,1,medium
644,tcl,0,1,10.37950432,4.75,43,led,0,19.2,0.006197192,3,0,0,1,4,1,2,1,2,1,0,2,big
645,motorola,1,0,10.14643373,4.45,55,led,1,16,0.008027766,4,0,0,1,3,1,2,1,1,1,1,2,big
646,croma,0,1,9.679781343,4.75,43,led,1,19.2,0.010100063,4,0,1,0,1,0,1,1,0,0,0,2,medium
647,haier,1,0,10.66641729,4.4,55,led,1,32,0.005334577,4,0,0,1,3,1,2,1,1,2,1,2,big
648,iffalcon,1,0,10.43705266,4.45,55,qled,1,19.2,0.00717763,3,0,1,0,3,1,2,3,1,2,1,1,big
649,hisense,1,0,12.34579741,4.2,77,laser,1,28.8,0.001542252,4,1,0,0,1,1,2,3,1,4,0,1,big
650,xiaomi,1,0,10.51596683,4.7,55,led,1,19.2,0.00675086,4,0,0,1,3,1,2,2,1,2,1,2,big
651,xiaomi,1,0,10.20325876,4.4,43,led,1,25.6,0.008151167,4,0,0,1,4,1,2,2,1,1,0,2,big
652,xiaomi,1,0,10.32219789,4.65,50,led,1,22.4,0.007801243,4,0,0,1,4,1,2,2,1,2,1,2,big
653,lg,1,0,11.46153743,4.3,48,oled,1,19.2,0.00262554,4,0,0,1,4,1,2,1,1,3,0,2,big
654,lg,1,0,11.51283546,4.45,55,oled,1,19.2,0.002714771,4,0,0,1,3,1,2,1,1,3,1,2,big
655,panasonic,0,0,9.509778075,4.05,32,led,1,16,0.010207561,4,0,1,0,0,0,0,1,1,0,0,2,big
656,panasonic,0,0,10.08580911,4.75,32,led,1,16,0.007125297,4,0,0,1,0,0,0,1,2,0,0,2,big
657,onida,0,0,9.567665105,4.3,32,led,1,16,0.010829719,4,0,0,1,0,0,0,1,2,0,0,2,medium
658,westinghouse,0,0,9.121509158,4.05,32,led,1,16,0.01485165,4,0,1,0,0,0,0,3,0,0,0,1,small
659,lg,1,0,11.08200408,4.65,65,led,1,22.4,0.003720572,4,0,0,1,2,1,2,1,1,2,1,2,big
660,lg,1,0,10.71621615,4.7,55,led,1,19.2,0.005525732,4,0,0,1,3,1,2,1,1,2,1,2,big
661,lg,1,0,10.71441777,4.35,50,led,1,19.2,0.004446765,4,0,0,1,4,1,2,1,1,1,1,2,big
662,haier,1,0,10.59640971,4.3,50,led,1,32,0.005483871,4,0,1,0,4,1,2,1,1,2,1,2,big
663,haier,1,0,10.40399008,4.45,43,led,1,32,0.006609579,4,0,1,0,4,1,2,1,1,1,0,2,big
664,kodak,0,0,9.121509158,4.4,32,led,1,16,0.014955515,4,0,0,1,0,0,0,2,0,0,0,2,medium
665,lg,1,0,10.34996664,4.55,43,led,1,22.4,0.006987682,4,0,0,1,4,1,2,1,1,1,0,2,big
666,sony,1,0,12.34579741,4.75,77,oled,1,32,0.001542252,4,0,0,1,1,1,2,3,2,4,1,1,big
667,blaupunkt,0,1,9.546812609,4.1,40,led,1,19.2,0.011129366,4,0,0,1,1,0,1,3,0,0,0,1,medium
668,sony,1,0,11.22512339,4.05,55,led,1,32,0.003348446,4,0,0,1,3,1,2,0,1,3,1,2,big
669,sony,1,0,10.96804311,4.35,55,led,1,25.6,0.004275737,4,0,0,1,3,1,2,1,1,3,1,2,big
670,thomson,0,0,9.121509158,4.75,32,led,1,16,0.014955515,4,0,0,1,0,0,0,2,1,0,0,2,big
671,marq,0,0,9.121509158,4.2,32,led,0,16,0.011761568,3,0,0,1,0,0,0,1,0,0,0,2,medium
672,panasonic,1,0,10.63344871,4.35,55,led,0,19.2,0.005786164,3,0,0,1,1,1,1,1,2,2,1,2,big
673,blaupunkt,0,1,9.546812609,4.65,39.37,led,1,19.2,0.010961497,4,0,0,1,1,0,1,3,0,0,0,1,medium
674,samsung,1,0,10.60542102,4.7,43,led,1,19.2,0.005008426,4,0,0,1,4,1,2,1,1,1,0,2,big
675,xelectron,0,0,9.121509158,4.45,32,led,0,16,0.013351907,3,0,0,1,0,0,0,1,0,0,0,2,small
676,samsung,1,0,10.91492481,4.65,55,qled,1,25.6,0.004228041,4,0,0,1,3,1,2,1,1,1,1,2,big
677,haier,0,0,9.932852161,4.2,32,led,1,16,0.006321923,3,0,0,1,0,0,0,0,0,0,0,2,big
678,samsung,1,0,11.46153743,4.2,75,led,1,22.4,0.002873987,3,0,0,1,1,1,2,1,2,3,1,2,big
679,beethosol,0,1,9.797626912,4.55,43,led,1,19.2,0.00885214,4,1,0,0,1,0,1,1,0,0,0,2,small
680,lloyd,1,0,10.30269982,4.65,43,qled,1,22.4,0.007174963,4,0,0,1,4,1,2,1,1,1,0,2,medium
681,thomson,0,0,9.121509158,4.1,32,led,1,16,0.014955515,4,0,0,1,0,0,0,1,1,0,0,2,big
682,samsung,0,0,9.837828404,4.75,32,led,1,16,0.007862559,3,0,0,1,0,0,0,1,0,0,0,2,big
683,samsung,0,1,10.02087051,4.45,43,led,1,19.2,0.0069253,3,0,1,0,1,0,1,1,0,0,0,2,big
684,hisense,1,0,11.2515607,4.15,65,qled,1,19.2,0.002802634,4,0,0,1,2,1,2,1,2,2,1,2,big
685,lloyd,0,0,9.775142687,4.55,32,led,1,16,0.00827743,4,0,0,1,0,0,0,1,0,0,0,2,medium
686,samsung,1,0,10.71421775,4.55,55,led,1,22.4,0.004449878,3,0,0,1,3,1,2,1,1,1,1,2,big
687,infinix,1,0,10.40426284,4.15,55,qled,1,22.4,0.005910785,4,0,0,1,3,1,2,3,1,1,1,1,medium
688,lg,1,0,10.91492481,4,55,led,1,22.4,0.003782506,4,0,0,1,3,1,2,1,1,2,1,2,big
689,thomson,1,0,10.858999,4.25,65,qled,1,22.4,0.004086617,4,0,0,1,2,1,2,3,1,1,1,1,big
690,lg,1,0,11.11231356,4.75,65,led,1,22.4,0.00382893,4,0,0,1,2,1,2,1,1,2,1,2,big
691,vu,1,0,10.58382808,4.45,55,led,1,16,0.007211952,4,1,0,0,3,1,2,0,1,3,1,2,big
692,lg,1,0,10.71421775,4,55,led,1,19.2,0.004000889,4,0,0,1,3,1,2,1,1,1,1,2,big
693,lg,1,0,10.40399008,4.05,43,led,1,22.4,0.005156108,4,0,1,0,4,1,2,1,2,1,0,2,big
694,lg,1,0,10.4341158,4,43,led,1,19.2,0.005058972,4,0,1,0,4,1,2,1,2,1,0,2,big
695,lg,1,0,10.69174035,4.65,55,led,1,19.2,0.004545351,3,0,1,0,3,1,2,1,2,1,1,2,big
696,lg,0,1,9.976691545,4.15,32,led,1,16,0.006750163,3,0,0,1,0,0,0,1,2,0,0,2,big
697,infinix,0,0,9.121509158,4.4,32,led,1,16,0.014955515,4,0,0,1,0,0,0,1,1,0,0,2,medium
698,lg,1,0,10.27505111,4.25,43,led,1,19.2,0.006155385,3,0,0,1,4,1,2,1,2,1,0,2,big
699,tcl,1,0,10.81959827,4.05,65,led,1,25.6,0.003726745,3,0,0,1,2,1,2,2,1,1,1,2,big
700,samsung,1,0,12.10060657,4.2,65,qled,1,19.2,0.001563507,4,0,0,1,4,1,2,3,0,4,1,1,big
701,sony,1,0,11.00194983,4.7,43,led,1,19.2,0.003603934,4,0,0,1,4,1,2,1,1,1,0,2,big
702,samsung,1,0,10.37349118,4.35,43,led,1,19.2,0.005845495,3,0,0,1,4,1,2,1,2,1,0,2,big
703,lg,0,1,10.35745707,4.05,32,led,1,19.2,0.004758654,3,0,0,1,1,0,1,1,1,0,0,2,big
704,sony,1,0,11.22512339,4.6,65,led,1,22.4,0.003312442,4,0,0,1,2,1,2,1,1,2,1,2,big
705,lg,0,0,9.531771484,4.15,32,led,1,16,0.01113488,3,0,1,0,0,0,0,1,0,0,0,2,big
706,xiaomi,0,0,9.392661929,4.15,32,led,1,16,0.011759313,4,0,0,1,0,0,0,1,0,0,0,2,big
707,samsung,1,0,10.46313191,4.05,43,led,1,22.4,0.00486,4,1,0,0,4,1,2,1,2,1,0,2,big
708,samsung,1,0,11.65260914,4.3,65,qled,1,19.2,0.002318462,4,0,0,1,2,1,2,3,1,3,1,1,big
709,samsung,1,0,10.91492481,4,55,qled,1,19.2,0.004000727,4,0,0,1,3,1,2,1,1,2,1,2,big
710,samsung,1,0,11.7752205,4.1,65,qled,1,19.2,0.001860912,4,0,0,1,2,1,2,3,1,3,1,1,big
711,samsung,1,0,10.736201,4.25,55,led,1,22.4,0.004066101,4,1,0,0,3,1,2,1,1,1,1,2,big
712,samsung,1,0,11.46153743,4.25,75,led,1,25.6,0.002550268,3,0,0,1,1,1,2,1,1,3,1,2,big
713,foxsky,1,0,10.1266311,4.25,50,led,1,25.6,0.006630265,4,1,0,0,4,1,2,2,0,0,1,2,medium
714,thomson,1,0,10.34174248,4.25,54.72,led,1,22.4,0.005895351,4,0,0,1,3,1,2,3,1,1,1,1,big
715,tseries,0,0,9.121509158,4.75,32,led,0,16,0.01285695,3,0,0,1,0,0,0,1,0,0,0,2,small
716,lg,1,0,11.15612194,4.65,65,led,1,19.2,0.003521217,4,0,0,1,2,1,2,1,1,2,1,2,big
717,lg,1,0,11.40746494,4.6,55,oled,1,32,0.003271475,4,0,0,1,3,1,2,3,1,3,1,1,big
718,foxsky,0,1,9.472704636,4.7,43,led,1,19.2,0.013016386,4,0,0,1,1,0,1,2,0,0,0,2,medium
719,samsung,1,0,11.00194983,4.4,55,qled,1,25.6,0.004180697,4,0,0,1,3,1,2,1,1,3,1,2,big
720,samsung,1,0,10.91492481,4,50,qled,1,19.2,0.003855246,4,0,0,1,4,1,2,1,1,2,1,2,big
721,samsung,1,0,11.28966941,4.05,65,led,1,19.2,0.003088511,4,0,0,1,2,1,2,1,1,3,1,2,big
722,samsung,1,0,11.65260914,4.75,65,qled,1,19.2,0.002561092,4,0,0,1,2,1,2,3,1,3,1,1,big
723,samsung,1,0,11.22512339,4.65,55,qled,1,22.4,0.003472463,4,0,0,1,3,1,2,3,1,2,1,1,big
724,samsung,1,0,10.43385106,4.45,43,led,1,19.2,0.005629597,3,0,0,1,4,1,2,1,2,1,0,2,big
725,samsung,1,0,11.40746494,4.1,75,led,1,22.4,0.002551395,4,0,0,1,1,1,2,1,1,2,1,2,big
726,samsung,1,0,10.69174035,4.3,55,led,1,19.2,0.004496476,3,0,0,1,3,1,2,1,1,1,1,2,big
727,samsung,1,0,10.40399008,4.25,43,led,1,19.2,0.005539557,3,0,0,1,4,1,2,1,2,1,0,2,big
728,compaq,0,0,9.210340372,4.35,32,led,1,16,0.014955515,4,0,0,1,0,0,0,1,2,0,0,2,small
729,lg,1,0,11.00209984,4.75,65,led,1,22.4,0.004116735,4,0,0,1,2,1,2,1,1,2,1,2,big
730,samsung,1,0,10.43385106,4.35,43,led,1,19.2,0.005503089,4,0,0,1,4,1,2,1,1,1,0,2,big
731,samsung,0,0,9.629905604,4.15,32,led,0,16,0.006001841,3,0,0,1,0,0,0,1,0,0,0,2,big
732,xiaomi,1,0,10.56170679,4.35,55,led,1,25.6,0.005293067,4,0,0,1,3,1,2,1,1,1,1,2,big
733,samsung,0,0,10.02127059,4.4,32,led,1,16,0.006062492,3,0,0,1,0,0,0,0,0,0,0,2,big
734,lg,0,1,10.44642212,4.05,43,led,1,19.2,0.004588902,3,0,0,1,1,0,1,1,0,0,0,2,big
735,lg,1,0,11.73606902,4.25,75,led,1,16,0.002006016,4,0,0,1,1,1,2,1,1,3,1,2,big
736,samsung,1,0,11.76756768,4.05,55,qled,1,28.8,0.001789549,4,0,0,1,3,1,2,3,1,3,1,1,big
737,rgl,0,1,9.121509158,4.6,32,led,1,19.2,0.014955515,4,0,0,1,1,0,1,1,0,0,0,2,small
738,xiaomi,0,0,9.472704636,4.35,32,led,1,16,0.011377798,4,0,0,1,0,0,0,1,0,0,0,2,big
739,lg,1,0,11.40756495,4.6,65,led,1,19.2,0.002811142,4,0,0,1,2,1,2,1,1,2,1,2,big
740,lloyd,1,0,10.261162,4.45,43,qled,1,19.2,0.007157593,4,0,0,1,4,1,2,1,1,1,0,2,medium
741,ifflacon,1,0,10.46310334,4.45,55,led,1,22.4,0.006357324,3,0,0,1,3,1,2,1,1,1,1,2,big
742,lg,1,0,11.49263092,4.25,75,led,1,22.4,0.002862537,3,0,1,0,1,1,2,1,2,3,1,2,big
743,tcl,1,0,11.28966941,4.75,75,qled,1,16,0.00391924,3,1,0,0,1,1,2,1,1,3,1,2,big
744,sansui,0,1,10.08543404,4.2,43,led,1,19.2,0.006827845,4,1,0,0,1,0,1,1,2,0,0,2,medium
745,samsung,1,0,10.69853678,4.1,50,led,1,25.6,0.005184014,3,0,1,0,4,1,2,2,1,2,1,2,big
746,samsung,1,0,12.34579741,4.1,65,micro,1,41.6,0.001542252,4,0,1,0,2,1,2,3,2,4,1,0,big
747,samsung,1,0,11.25920672,4.55,65,led,1,28.8,0.003694419,3,0,1,0,2,1,2,2,1,3,1,2,big
748,samsung,1,0,10.90579083,4.4,43,qled,1,19.2,0.004441182,4,0,1,0,4,1,2,1,1,2,0,2,big
749,samsung,1,0,11.05089001,4.4,65,led,1,28.8,0.004190543,3,0,0,1,2,1,2,2,1,3,1,2,big
750,samsung,1,0,10.54510457,4.25,43,led,1,22.4,0.00581732,3,0,1,0,4,1,2,2,1,2,0,2,big
751,tcl,1,0,11.12726298,4.6,65,qled,1,32,0.004735364,3,0,0,1,2,1,2,2,2,4,1,1,big
752,tseries,0,1,9.908475094,4.75,43,led,1,19.2,0.008980546,4,0,0,1,1,0,1,1,1,0,0,2,small
753,hisense,0,0,9.546812609,4.7,32,qled,1,16,0.013429531,4,0,0,1,0,0,0,1,2,1,0,2,big
754,lg,1,0,11.1953476,4.45,65,led,1,19.2,0.003790356,3,0,1,0,2,1,2,1,1,3,1,2,big
755,lg,1,0,11.12726298,4.15,65,led,1,25.6,0.003600788,3,1,0,0,2,1,2,1,1,3,1,2,big
756,croma,0,0,9.509778075,4,32,led,1,16,0.011564122,4,0,1,0,0,0,0,1,0,0,0,2,medium
757,realme,0,1,9.994241916,4.55,43,led,1,19.2,0.008726426,4,0,0,1,1,0,1,2,0,1,0,2,big
758,toshiba,1,0,10.23963831,4.25,43,led,1,25.6,0.007440157,4,1,0,0,4,1,2,2,0,1,0,2,big
759,hisense,1,0,10.81959827,4.2,65,led,1,22.4,0.004704941,4,1,0,0,2,1,2,2,1,2,1,2,big
760,samsung,1,0,11.48133159,4.65,65,qled,1,19.2,0.003263528,4,1,0,0,2,1,2,1,1,4,1,2,big
761,toshiba,1,0,10.37320989,4.55,50,led,1,22.4,0.007253829,4,1,0,0,4,1,2,2,0,2,1,2,big
762,samsung,1,0,11.37355994,4.5,75,led,1,22.4,0.003465916,3,1,0,0,1,1,2,1,1,4,1,2,big
763,samsung,1,0,12.10620259,4.5,55,oled,1,41.6,0.002038787,4,0,1,0,3,1,2,3,2,4,1,0,big
764,samsung,1,0,11.53753027,4.25,75,led,1,22.4,0.00277832,3,0,1,0,1,1,2,1,1,4,1,2,big
765,samsung,1,0,11.58988651,4.55,55,oled,1,38.4,0.003159751,4,0,0,1,3,1,2,1,1,4,1,2,big
766,samsung,1,0,12.30134192,4.55,65,oled,1,41.6,0.001737352,4,1,0,0,2,1,2,3,2,4,1,0,big
767,samsung,1,0,12.34579741,4.4,77,qled,1,44.8,0.001542252,4,0,1,0,1,1,2,2,2,4,0,2,big
768,samsung,1,0,11.73599701,4.2,65,qled,1,19.2,0.002217777,4,0,1,0,2,1,2,1,1,3,1,2,big
769,toshiba,0,1,10.12627104,4.35,43,qled,1,19.2,0.007833133,4,1,0,0,1,0,1,1,2,1,0,2,big
770,hisense,1,0,10.49102419,4.15,55,led,1,22.4,0.00622673,4,1,0,0,3,1,2,2,1,2,1,2,big
771,motorola,0,1,10.02127059,4.3,43,qled,1,19.2,0.008791502,4,0,0,1,1,0,1,3,0,1,0,1,big
772,croma,1,0,10.64521059,4.65,55,qled,1,32,0.006312217,4,0,1,0,3,1,2,1,1,3,1,2,medium
773,coocaa,1,0,11.06663836,4.35,75,miniled,1,32,0.004689917,4,1,0,0,1,1,2,3,1,4,1,1,medium
774,akai,0,0,9.471242029,4.4,32,led,1,16,0.011864407,4,0,0,1,0,0,0,1,0,0,0,2,small
775,onida,1,0,10.40426284,4.55,55,qled,1,22.4,0.006342616,4,1,0,0,3,1,2,1,1,1,1,2,medium
776,samsung,1,0,12.34579741,4,77,qled,1,38.4,0.001542252,3,0,1,0,1,1,2,1,2,4,0,2,big
777,bush,1,0,10.14643373,4,55,led,1,19.2,0.006745363,4,0,0,1,3,1,2,1,1,1,1,2,small
778,bush,0,1,9.61580548,4.2,43,led,1,19.2,0.010080672,4,0,0,1,1,0,1,1,1,0,0,2,small
779,haier,0,1,10.20288819,4.5,43,led,1,19.2,0.006504818,4,0,0,1,1,0,1,1,1,0,0,2,big
780,realme,1,0,11.48760766,4.3,77,qled,1,32,0.003175417,4,0,0,1,1,1,2,2,1,4,0,2,big
781,realme,1,0,10.70324447,4.45,65,qled,1,32,0.005900133,4,0,0,1,2,1,2,3,1,3,1,1,big
782,onida,1,0,10.2327913,4.6,43,qled,1,25.6,0.008273679,4,0,0,1,4,1,2,1,1,1,0,2,medium
783,onida,1,0,10.18490001,4.75,43,led,1,22.4,0.00878335,3,0,0,1,4,1,2,1,1,1,0,2,medium
784,onida,1,0,10.38899537,4.35,50,qled,1,22.4,0.006960214,4,0,0,1,4,1,2,1,1,2,1,2,medium
785,realme,0,0,9.323669057,4.6,32,qled,1,16,0.014955515,4,0,0,1,0,0,0,1,0,0,0,2,big
786,rgl,1,0,9.998206649,4.45,43,led,1,25.6,0.00789366,4,0,0,1,4,1,2,2,0,0,0,2,small
787,rgl,0,1,9.85156248,4.55,43,led,0,19.2,0.007189129,3,0,0,1,1,0,1,2,1,0,0,2,small
788,rgl,1,0,10.51886236,4.75,55,led,0,25.6,0.005391018,3,0,0,1,3,1,2,2,0,1,1,2,small
789,wobble,0,1,9.852194258,4.5,43,led,1,19.2,0.008526765,4,0,0,1,1,0,1,2,1,0,0,2,medium
790,wobble,1,0,10.69194491,4.35,65,led,1,16,0.005437624,4,0,0,1,2,1,2,3,1,2,1,1,medium
791,wobble,1,0,10.4341158,4.4,50,qled,1,22.4,0.006470779,4,0,0,1,4,1,2,3,1,1,1,0,medium
792,wobble,1,0,10.54534144,4.5,55,qled,1,22.4,0.006039633,4,0,0,1,3,1,2,3,1,2,1,0,medium
793,wobble,1,0,10.16585182,4.25,43,qled,1,22.4,0.007846456,4,1,0,0,4,1,2,3,1,1,0,0,medium
794,blaupunkt,0,0,9.185022564,4,32,qled,1,16,0.013950149,4,0,0,1,0,0,0,3,0,0,0,1,medium
795,thomson,0,0,9.185022564,4.05,32,qled,0,16,0.012878244,3,0,0,1,0,0,0,3,0,0,0,1,big
796,motorola,1,0,10.69194491,4.55,65,qled,1,32,0.006308098,4,0,0,1,2,1,2,3,1,3,1,1,big
797,realme,1,0,10.37349118,4.35,55,led,1,32,0.006525204,4,0,0,1,3,1,2,2,1,1,1,2,big
798,motorola,1,0,10.40426284,4.15,55,qled,1,32,0.007419922,4,0,0,1,3,1,2,3,1,3,1,1,big
799,realme,1,0,10.65725935,4.5,65,led,1,32,0.005400127,4,0,0,1,2,1,2,2,1,2,1,2,big
