index,brand,ultra_hd,full_hd,Price,Rating,inches,display_type,wifi,rom,value_score,smart_features,Company_amazon,Company_croma,Company_flipkart,ppi,resolution_width,resolution_height,fast_charging,ram,Spec_Score,size_category,charging_category,brand_category
800,haier,1,0,11.01024987,4.3,65,led,1,32,0.003909737,4,1,0,0,2,1,2,1,1,2,1,2,big
801,haier,1,0,10.63323182,4.3,55,led,1,32,0.005285611,4,1,0,0,3,1,2,1,1,2,1,2,big
802,croma,1,0,10.23963831,4.55,50,led,1,16,0.007802787,4,0,1,0,4,1,2,1,1,1,1,2,medium
803,vw,1,0,10.30895266,4.75,55,qled,1,16,0.008233608,4,0,0,1,3,1,2,3,1,2,1,1,big
804,motorola,0,1,10.02127059,4.05,43,qled,1,19.2,0.00720032,4,0,0,1,1,0,1,3,0,1,0,1,big
805,croma,0,1,9.121509158,4.75,32,led,0,16,0.011749117,3,0,1,0,0,0,0,1,0,0,0,2,medium
806,croma,1,0,10.08543404,4.15,43,led,0,16,0.007438516,3,0,1,0,4,1,2,1,1,1,0,2,medium
807,realme,1,0,10.32548196,4.2,55,qled,1,25.6,0.006885472,4,0,0,1,3,1,2,2,0,1,1,2,big
808,croma,1,0,10.51842992,4.15,55,qled,1,25.6,0.005609624,4,0,1,0,3,1,2,1,1,1,1,2,medium
809,hisense,1,0,10.64521059,4.4,55,led,1,16,0.005763277,4,0,0,1,3,1,2,3,1,2,1,1,big
810,haier,1,0,11.57110946,4.55,65,miniled,1,44.8,0.003434286,4,1,0,0,2,1,2,3,2,4,1,1,big
811,lg,1,0,11.27391926,4.6,55,miniled,1,38.4,0.004089408,4,1,0,0,3,1,2,1,1,4,1,2,big
812,onida,1,0,10.10618347,4.45,43,led,1,22.4,0.007812436,4,0,0,1,4,1,2,1,1,1,0,2,medium
813,vzy,1,0,10.23963831,4.45,43,qled,0,32,0.007790282,3,0,0,1,4,1,2,3,1,1,0,1,small
814,sansui,1,0,10.53185618,4,55,led,1,16,0.005334756,4,0,0,1,3,1,2,1,1,1,1,2,medium
815,onida,1,0,10.77895629,4.75,55,miniled,1,19.2,0.005739703,4,1,0,0,3,1,2,1,1,3,1,2,medium
816,kodak,1,0,10.71441777,4.45,65,qled,1,22.4,0.005537901,4,0,0,1,2,1,2,3,1,2,1,0,medium
817,haier,1,0,11.01024987,4.15,65,led,1,22.4,0.0032245,4,0,0,1,2,1,2,1,1,1,1,2,big
818,kodak,1,0,11.08214255,4.35,75,qled,1,25.6,0.004015446,4,0,0,1,1,1,2,3,1,3,1,0,medium
819,vu,1,0,11.45105006,4.5,75,qled,1,16,0.003686209,4,0,0,1,1,1,2,1,2,4,1,2,big
820,sansui,0,1,10.20325876,4.5,43,led,1,19.2,0.006669137,4,1,0,0,1,0,1,1,0,1,0,2,medium
821,sansui,1,0,12.34579741,4.3,77,qled,1,32,0.001542252,4,1,0,0,1,1,2,3,2,4,0,1,medium
822,lg,0,0,9.667828508,4.05,32,led,1,16,0.00871519,3,0,0,1,0,0,0,0,0,0,0,2,big
823,acer,1,0,10.23995979,4.75,50,qled,1,16,0.00933069,4,1,0,0,4,1,2,3,1,2,1,1,big
824,elista,1,0,10.16435069,4.7,43,led,1,16,0.007785054,4,0,0,1,4,1,2,1,1,1,0,2,small
825,croma,0,0,10.98514017,4.65,65,qled,1,32,0.004650788,4,0,1,0,2,1,2,3,1,3,1,1,medium
826,acer,1,0,10.69194491,4.3,65,led,1,16,0.005472852,4,0,0,1,2,1,2,3,1,2,1,1,big
827,acer,1,0,10.34174248,4.4,55,led,1,16,0.007664763,4,1,0,0,3,1,2,3,1,2,1,1,big
828,wobble,1,0,9.928180165,4.15,43,led,1,16,0.009919996,4,1,0,0,4,1,2,2,1,1,0,2,medium
829,toshiba,1,0,12.34579741,4.15,77,qled,1,16,0.001542252,4,1,0,0,1,1,2,3,1,4,0,1,big
830,metz,0,0,9.546812609,4.1,32,qled,1,16,0.010250732,4,0,0,1,0,0,0,1,2,0,0,2,small
831,tcl,1,0,12.34579741,4.4,77,miniled,1,44.8,0.001542252,3,0,1,0,1,1,2,1,2,4,0,2,big
832,metz,0,1,10.49127422,4.25,43,qled,1,19.2,0.00507653,4,0,0,1,1,0,1,1,0,1,0,2,small
833,toshiba,1,0,11.25803322,4.2,75,qled,1,28.8,0.00357682,4,1,0,0,1,1,2,3,1,3,1,1,big
834,motorola,1,0,11.05089001,4.35,75,qled,1,32,0.004211972,4,0,0,1,1,1,2,2,1,3,1,2,big
835,metz,1,0,10.1266311,4.25,43,qled,1,32,0.009350374,4,0,0,1,4,1,2,2,1,2,0,2,small
836,metz,1,0,10.93310697,4.15,65,led,1,32,0.003927749,4,0,0,1,2,1,2,2,1,2,1,2,small
837,metz,1,0,11.00209984,4.35,65,qled,1,32,0.004712579,4,0,0,1,2,1,2,2,1,3,1,2,small
838,metz,1,0,10.49127422,4.3,55,led,1,32,0.00585294,4,0,0,1,3,1,2,2,0,1,1,2,small
839,sansui,1,0,10.97662818,4.05,65,qled,1,32,0.004500769,4,1,0,0,2,1,2,2,1,3,1,2,medium
840,blaupunkt,1,0,10.1266311,4.05,50,qled,1,16,0.007290292,4,0,0,1,4,1,2,3,1,1,1,1,medium
841,blaupunkt,1,0,10.27505111,4.05,55,qled,1,16,0.006424359,4,0,0,1,3,1,2,3,1,1,1,1,medium
842,tcl,1,0,11.08214255,4.65,65,qled,1,16,0.004650072,4,0,0,1,2,1,2,1,1,3,1,2,big
843,tcl,1,0,11.51292546,4.3,75,qled,1,16,0.002881029,4,0,0,1,1,1,2,1,1,4,1,2,big
844,thomson,1,0,10.23995979,4.75,55,qled,1,16,0.00780385,4,0,0,1,3,1,2,3,1,1,1,1,big
845,nacson,0,1,9.903487553,4.45,43,led,1,19.2,0.008232912,4,0,0,1,1,0,1,2,2,0,0,2,small
846,bpl,0,0,9.432763664,4.6,32,led,1,16,0.011417134,4,0,0,1,0,0,0,1,1,0,0,2,small
847,panasonic,1,0,10.7501495,4.6,55,led,1,16,0.005227721,4,0,0,1,3,1,2,1,1,2,1,2,big
848,skylive,0,0,9.121509158,4.1,32,led,1,16,0.014955515,4,0,0,1,0,0,0,1,1,0,0,2,small
849,croma,1,0,10.30865262,4.55,50,led,1,32,0.007282427,4,0,1,0,4,1,2,1,1,1,1,2,medium
850,sansui,0,0,9.45720045,4.6,32,qled,1,16,0.013657317,4,0,0,1,0,0,0,1,0,0,0,2,medium
851,coocaa,0,1,10.04324949,4.65,50,led,1,19.2,0.007076395,4,0,0,1,0,0,1,1,1,0,1,2,medium
852,nacson,0,0,9.392661929,4.2,32,qled,1,16,0.013301108,4,0,0,1,0,0,0,2,2,0,0,2,small
853,sansui,1,0,11.32648745,4.1,75,qled,1,32,0.003310037,4,1,0,0,1,1,2,2,1,4,1,2,medium
854,sansui,0,1,10.02087051,4.35,43,led,1,19.2,0.007930191,4,0,0,1,1,0,1,1,0,1,0,2,medium
855,sansui,0,1,9.998388558,4.25,43,led,1,19.2,0.006957708,4,1,0,0,1,0,1,1,1,0,0,2,medium
856,sansui,0,1,10.27474072,4.55,43,led,1,32,0.00690583,4,1,0,0,1,0,1,2,1,1,0,2,medium
857,tcl,1,0,11.77528973,4.75,75,qled,1,44.8,0.002850022,4,0,0,1,1,1,2,1,2,4,1,2,big
858,nacson,0,0,9.432763664,4.45,32,led,1,16,0.011044836,4,0,0,1,0,0,0,1,1,0,0,2,small
859,panasonic,1,0,10.261162,4.5,43,led,1,16,0.007395363,4,0,0,1,4,1,2,1,1,1,0,2,big
860,blaupunkt,0,0,9.121509158,4.35,32,qled,1,16,0.014955515,4,0,0,1,0,0,0,3,0,0,0,1,medium
861,lg,1,0,12.34579741,4,77,miniled,1,44.8,0.001542252,4,0,1,0,1,1,2,3,2,4,0,1,big
862,sansui,0,0,9.424725682,4.6,32,led,1,16,0.011509282,4,1,0,0,0,0,0,1,1,0,0,2,medium
863,hisense,1,0,10.54510457,4.45,58,led,1,25.6,0.005856804,4,0,0,1,2,1,2,1,1,1,1,2,big
864,sansui,0,0,9.456497078,4.45,32,qled,1,16,0.011481626,4,1,0,0,0,0,0,1,1,0,0,2,medium
865,uniboom,0,0,9.121509158,4.05,32,led,0,16,0.010917843,3,1,0,0,0,0,0,2,0,0,0,2,medium
866,innoq,0,0,9.121509158,4,32,led,1,16,0.014955515,4,0,0,1,0,0,0,2,0,0,0,2,small
867,hisense,0,1,9.788020583,4.3,40,led,1,19.2,0.007722528,3,0,0,1,1,0,1,1,0,0,0,2,big
868,blaupunkt,1,0,10.98529272,4.5,65,led,1,16,0.004881439,4,0,0,1,2,1,2,0,1,3,1,2,medium
869,realme,1,0,10.69194491,4.15,65,qled,1,22.4,0.004810337,4,0,0,1,2,1,2,3,0,2,1,1,big
870,uniboom,0,1,9.546169545,4.5,43,led,0,19.2,0.010293066,3,1,0,0,1,0,1,2,1,0,0,2,medium
871,realme,1,0,10.23995979,4.25,50,qled,1,22.4,0.007285974,4,0,0,1,4,1,2,3,0,1,1,1,big
872,innoq,0,0,9.981836519,4.15,32,led,0,16,0.004796801,3,0,0,1,0,0,0,2,0,0,0,2,small
873,croma,0,1,9.951849053,4.2,43,led,1,19.2,0.008604097,4,0,1,0,1,0,1,1,0,1,0,2,medium
874,panasonic,0,0,9.825039406,4.4,32,led,1,16,0.008328826,4,0,1,0,0,0,0,1,2,0,0,2,big
875,croma,0,0,9.209439967,4.3,32,led,1,16,0.013343343,4,0,1,0,0,0,0,1,0,0,0,2,medium
876,realme,1,0,10.34174248,4.25,55,led,1,25.6,0.006169554,4,0,0,1,3,1,2,2,1,1,1,2,big
877,croma,1,0,10.91492481,4.2,65,qled,1,32,0.004353519,4,0,1,0,2,1,2,1,1,3,1,2,medium
878,realme,1,0,10.27505111,4.3,50,led,1,25.6,0.006524363,4,0,0,1,4,1,2,2,1,1,1,2,big
879,vu,1,0,10.4341158,4.3,55,qled,1,16,0.007841407,4,1,0,0,3,1,2,1,1,3,1,2,big
880,toshiba,1,0,10.59640971,4.6,55,qled,1,16,0.00644161,4,1,0,0,3,1,2,1,1,2,1,2,big
881,lg,1,0,11.87059991,4.2,75,qned,1,19.2,0.001820992,3,0,0,1,1,1,2,1,1,3,1,2,big
882,kodak,0,0,9.121509158,4.25,32,led,0,16,0.014955515,3,0,0,1,0,0,0,2,0,0,0,2,medium
883,coocaa,1,0,10.49127422,4.3,65,led,1,32,0.006569627,4,0,0,1,2,1,2,2,1,2,1,2,medium
884,tcl,1,0,11.91839057,4.1,75,miniled,1,44.8,0.002159348,3,0,0,1,1,1,2,1,2,4,1,2,big
885,philips,1,0,10.54534144,4.5,55,qled,1,32,0.007342298,4,1,0,0,3,1,2,2,1,3,1,2,big
886,iffalcon,1,0,10.59663473,4.25,55,qled,1,32,0.006375159,3,0,0,1,3,1,2,1,2,3,1,2,big
887,nu,1,0,10.22194128,4.1,43,qled,1,16,0.007156624,4,1,0,0,4,1,2,1,1,1,0,2,small
888,nu,0,0,9.392661929,4.2,32,qled,1,16,0.013301108,4,1,0,0,0,0,0,1,2,0,0,2,small
889,philips,0,1,10.04324949,4.65,43,led,1,19.2,0.008491674,4,1,0,0,1,0,1,1,2,1,0,2,big
890,coocaa,1,0,10.40426284,4.3,55,qled,1,32,0.007557805,4,1,0,0,3,1,2,3,1,3,1,1,medium
891,coocaa,0,0,9.121509158,4.2,32,led,1,16,0.014652867,3,0,0,1,0,0,0,2,0,0,0,2,medium
892,lg,1,0,12.10066213,4.2,77,led,1,19.2,0.001586755,4,1,0,0,1,1,2,1,1,4,0,2,big
893,sony,1,0,12.34579741,4.35,75,miniled,1,44.8,0.001542252,4,1,0,0,1,1,2,1,2,4,1,2,big
894,lg,1,0,11.46153743,4.7,65,qned,1,19.2,0.002770818,3,0,0,1,2,1,2,1,1,2,1,2,big
895,thomson,1,0,9.952277717,4.35,43,qled,1,16,0.010150483,4,0,0,1,4,1,2,3,1,1,0,1,big
896,tcl,1,0,11.77528973,4.45,77,qled,1,32,0.00263579,3,0,0,1,1,1,2,1,2,4,0,2,big
897,haier,1,0,10.23995979,4.15,43,led,1,16,0.006818101,4,0,0,1,4,1,2,0,1,1,0,2,big
898,acerpure,0,0,10.91508846,4.5,65,qled,1,22.4,0.005236459,4,1,0,0,2,1,2,3,1,3,1,1,medium
899,lg,1,0,11.95761129,4.4,65,oled,1,44.8,0.002228219,4,0,0,1,2,1,2,1,2,4,1,2,big
900,tcl,1,0,12.34579546,4.65,77,qled,1,44.8,0.001617462,3,1,0,0,1,1,2,1,2,4,0,2,big
901,blaupunkt,0,0,9.305650552,4.05,32,qled,1,16,0.013623966,4,0,0,1,0,0,0,3,0,0,0,1,medium
902,blaupunkt,1,0,10.6454249,4.3,65,qled,1,16,0.005835853,4,0,0,1,2,1,2,3,1,3,1,0,medium
903,lg,1,0,10.71421775,4.15,43,qned,1,22.4,0.004243165,4,0,0,1,4,1,2,1,1,1,0,2,big
904,beston,0,0,9.121509158,4.2,32,led,1,16,0.014934993,4,0,0,1,0,0,0,1,0,0,0,2,medium
905,beston,1,0,10.18866649,4.45,55,qled,1,28.8,0.008030377,4,0,0,1,3,1,2,2,1,1,1,2,medium
906,beston,0,0,9.126958763,4,32,qled,1,16,0.014955515,4,0,0,1,0,0,0,2,2,0,0,2,medium
907,beston,0,1,9.560997244,4.4,43,led,1,19.2,0.010845834,4,0,0,1,1,0,1,1,1,0,0,2,medium
908,hisense,1,0,12.34579741,4.1,65,qled,1,44.8,0.001542252,4,1,0,0,2,1,2,3,2,4,1,1,big
909,beston,0,1,9.480367509,4.05,40,led,1,19.2,0.011439805,4,0,0,1,1,0,1,1,1,0,0,2,medium
910,beston,1,0,10.84933709,4.05,75,qled,1,22.4,0.004482611,4,0,0,1,1,1,2,2,1,3,1,1,medium
911,tcl,1,0,11.35040654,4.2,75,qled,1,32,0.003458864,3,0,0,1,1,1,2,1,2,4,1,2,big
912,philips,0,1,10.04324949,4.5,43,led,1,19.2,0.007435106,4,0,0,1,1,0,1,1,1,0,0,2,big
913,philips,0,0,9.546812609,4,32,led,1,16,0.008857776,4,0,0,1,0,0,0,1,1,0,0,2,big
914,tcl,1,0,11.22512339,4.55,75,qled,1,16,0.003883184,4,0,0,1,1,1,2,1,1,3,1,2,big
915,croma,1,0,10.23963831,4.25,43,qled,1,32,0.008503037,4,0,1,0,4,1,2,3,1,2,0,1,medium
916,lg,1,0,12.30088725,4.05,65,oled,1,32,0.001542252,4,0,1,0,2,1,2,3,2,4,1,1,big
917,samsung,1,0,11.07443601,4.15,65,led,1,19.2,0.003603101,3,0,0,1,2,1,2,1,1,2,1,2,big
918,lg,1,0,11.09133097,4.55,55,miniled,1,19.2,0.004716535,4,0,0,1,3,1,2,1,1,4,1,2,big
919,hisense,0,0,9.472704636,4.15,32,qled,1,16,0.012450958,4,0,0,1,0,0,0,2,2,0,0,2,big
920,haier,1,0,12.0996004,4,75,miniled,1,32,0.001757518,4,0,0,1,1,1,2,3,2,4,1,1,big
921,haier,1,0,11.86990036,4.3,65,miniled,1,32,0.002347112,4,0,0,1,2,1,2,3,2,4,1,1,big
922,tcl,1,0,11.22512339,4.25,75,qled,1,32,0.004080544,3,1,0,0,1,1,2,1,2,4,1,2,big
923,tcl,1,0,11.28966941,4.75,75,qled,1,32,0.004216152,3,1,0,0,1,1,2,1,2,4,1,2,big
924,tcl,1,0,11.05058837,4.7,65,qled,1,19.2,0.004925373,3.4,0,0,1,2,1,2,1,2,3,1,2,big
925,tcl,1,0,11.46163217,4.75,75,miniled,1,16,0.003700039,3,0,0,1,1,1,2,1,1,4,1,2,big
926,tcl,1,0,10.46284616,4.35,55,led,1,16,0.006216062,3,1,0,0,3,1,2,1,1,1,1,2,big
927,thomson,0,0,9.121509158,4.4,32,led,0,16,0.012159495,3,0,0,1,0,0,0,1,0,0,0,2,big
928,thomson,0,0,9.121509158,4.6,32,led,0,16,0.014955515,3,0,0,1,0,0,0,1,0,0,0,2,big
929,haier,1,0,10.75771137,4.6,55,qled,1,32,0.005482017,4,1,0,0,3,1,2,2,1,2,1,2,big
930,infinix,0,0,9.121509158,4.6,32,qled,1,16,0.014955515,4,0,0,1,0,0,0,0,0,0,0,2,medium
931,haier,1,0,12.04355372,4.65,65,oled,1,32,0.002215601,4,0,0,1,2,1,2,3,2,4,1,1,big
932,onida,1,0,10.75771137,4.45,55,led,0,16,0.004450947,3,0,0,1,3,1,2,1,1,1,1,2,medium
933,samsung,1,0,11.00194983,4.55,65,led,1,22.4,0.004399067,3,0,0,1,2,1,2,1,1,3,1,2,big
934,samsung,1,0,11.99467855,4.1,65,miniled,1,38.4,0.00195009,4,0,0,1,2,1,2,3,2,4,1,1,big
935,xiaomi,1,0,10.40426284,4.45,55,led,1,32,0.006877481,4,1,0,0,3,1,2,2,1,2,1,2,big
936,samsung,1,0,11.9316358,4.6,65,oled,1,44.8,0.002451332,4,1,0,0,2,1,2,3,2,4,1,1,big
937,xiaomi,1,0,10.18490001,4.15,43,led,1,19.2,0.008143704,4,1,0,0,4,1,2,2,1,2,0,2,big
938,xiaomi,0,1,9.998797732,4.65,43,led,1,19.2,0.00782081,4,1,0,0,1,0,1,1,0,0,0,2,big
939,samsung,1,0,12.34579741,4.65,75,miniled,1,32,0.001542252,4,0,1,0,1,1,2,3,2,4,1,1,big
940,samsung,1,0,12.34579741,4.75,77,miniled,1,32,0.001542252,4,0,0,1,1,1,2,3,2,4,0,1,big
941,samsung,1,0,11.01864554,4.7,50,qled,1,22.4,0.004314754,4,0,0,1,4,1,2,1,1,2,1,2,big
942,tcl,1,0,11.11231356,4,75,led,1,16,0.003403493,4,1,0,0,1,1,2,2,1,3,1,2,big
943,samsung,1,0,11.79427,4.75,75,qled,1,22.4,0.002402068,3,0,0,1,1,1,2,1,1,4,1,2,big
944,samsung,1,0,12.34579741,4.7,75,qled,1,32,0.001542252,4,0,1,0,1,1,2,3,1,4,1,1,big
945,samsung,1,0,12.34579741,4.05,77,qled,1,32,0.001542252,4,0,1,0,1,1,2,1,2,4,0,2,big
946,tcl,1,0,10.81959827,4,65,led,1,16,0.004320864,3,1,0,0,2,1,2,0,1,2,1,2,big
947,samsung,1,0,10.64521059,4.1,55,led,1,22.4,0.005272684,3,1,0,0,3,1,2,1,1,2,1,2,big
948,toshiba,0,0,9.472012089,4.5,32,qled,1,16,0.012817552,4,1,0,0,0,0,0,2,2,0,0,2,big
949,samsung,0,0,9.628458426,4.75,32,led,1,16,0.011570112,3,0,0,1,0,0,0,1,0,0,0,2,big
950,realme,1,0,10.03889219,4.75,43,led,1,32,0.009749334,4,0,0,1,4,1,2,3,1,1,0,1,big
951,thomson,1,0,10.6454249,4,65,qled,1,16,0.00523822,4,0,0,1,2,1,2,3,1,2,1,1,big
952,thomson,1,0,10.23995979,4.65,50,qled,1,16,0.008636023,4,0,0,1,4,1,2,3,1,2,1,1,big
953,samsung,1,0,12.0256952,4.05,65,miniled,1,32,0.001818971,4,1,0,0,2,1,2,3,1,4,1,1,big
954,thomson,1,0,10.34174248,4.4,55,qled,1,16,0.007664763,4,0,0,1,3,1,2,3,1,2,1,1,big
955,tcl,1,0,10.89842309,4.55,65,qled,1,16,0.005047144,4,0,0,1,2,1,2,1,1,3,1,2,big
956,samsung,1,0,10.64518677,4.3,50,led,1,19.2,0.005427612,3,0,0,1,4,1,2,1,1,2,1,2,big
957,samsung,1,0,10.66874607,4.55,50,led,1,22.4,0.005715283,3,0,0,1,4,1,2,1,1,2,1,2,big
958,samsung,1,0,10.99969696,4.35,43,qled,1,19.2,0.004215187,4,0,0,1,4,1,2,1,1,3,0,2,big
959,samsung,1,0,11.33488672,4.75,65,qled,1,22.4,0.003462182,3,0,1,0,2,1,2,1,1,3,1,2,big
960,samsung,1,0,11.77708043,4.25,65,qled,1,28.8,0.002251751,4,0,0,1,2,1,2,1,1,4,1,2,big
961,samsung,1,0,10.71343951,4.4,50,qled,1,19.2,0.005383161,3,0,0,1,4,1,2,1,1,2,1,2,big
962,lumio,1,0,10.40426284,4.4,50,qled,1,16,0.007733568,4,1,0,0,4,1,2,2,2,3,1,2,big
963,haier,0,0,9.769441742,4.3,32,led,1,16,0.009096627,4,0,1,0,0,0,0,1,0,0,0,2,big
964,uniboom,0,0,9.121509158,4.45,32,led,0,16,0.014955515,3,0,0,1,0,0,0,2,0,0,0,2,medium
965,uniboom,0,0,9.121509158,4,32,led,1,16,0.014955515,4,0,0,1,0,0,0,2,0,0,0,2,medium
966,vu,1,0,11.37355994,4.45,75,qled,1,16,0.003887803,4,1,0,0,1,1,2,1,2,4,1,2,big
967,foxsky,0,0,9.121509158,4.6,32,led,1,16,0.014955515,4,0,0,1,0,0,0,2,0,0,0,2,medium
968,reliance,0,1,9.769441742,4.55,43,led,1,19.2,0.009105203,4,0,0,1,1,0,1,1,0,0,0,2,medium
969,toshiba,1,0,12.34579741,4.5,77,qled,1,16,0.001542252,4,0,0,1,1,1,2,3,1,4,0,1,big
970,lg,1,0,11.51283546,4,55,oled,1,28.8,0.002960296,4,0,0,1,3,1,2,1,1,4,1,2,big
971,hyundai,1,0,10.32229657,4,50,led,1,16,0.005789093,4,0,0,1,4,1,2,1,1,1,1,2,small
972,toshiba,1,0,11.69524702,4.2,77,led,1,16,0.00245002,4,0,0,1,1,1,2,3,1,4,0,1,big
973,onida,1,0,10.20370325,4.35,43,qled,1,16,0.008538256,4,0,0,1,4,1,2,1,1,2,0,2,medium
974,blackdecker,1,0,10.46310334,4.2,55,led,1,16,0.006600189,4,1,0,0,3,1,2,2,1,2,1,2,small
975,blackdecker,1,0,10.1266311,4.25,43,led,1,16,0.008840354,4,1,0,0,4,1,2,2,1,2,0,2,small
976,reliance,0,1,9.903037451,4.1,43,led,1,19.2,0.008614307,4,0,0,1,1,0,1,1,2,1,0,2,medium
977,reliance,0,0,9.526318314,4.1,32,qled,1,16,0.010761939,4,0,0,1,0,0,0,1,2,0,0,2,medium
978,reliance,0,0,9.503830545,4.45,32,led,1,16,0.011946309,4,0,0,1,0,0,0,1,2,0,0,2,medium
979,innoq,0,1,9.546169545,4.05,43,led,1,19.2,0.009842745,4,0,0,1,1,0,1,2,1,0,0,2,small
980,innoq,0,0,9.121509158,4.55,32,led,0,16,0.014955515,3,0,0,1,0,0,0,2,0,0,0,2,small
981,acer,1,0,11.8913619,4.5,77,qled,1,16,0.002373304,4,1,0,0,1,1,2,3,1,4,0,1,big
982,acer,1,0,11.5228758,4.35,75,qled,1,16,0.003144091,4,1,0,0,1,1,2,3,1,4,1,1,big
983,aiwa,1,0,10.58529569,4.75,55,qled,1,16,0.006605897,4,0,0,1,3,1,2,1,1,2,1,2,small
984,tseries,0,0,9.36828385,4.7,32,qled,0,16,0.014850555,3,0,0,1,0,0,0,1,2,0,0,2,small
985,onida,0,0,9.465060107,4.5,32,led,1,16,0.01255814,4,0,0,1,0,0,0,1,2,0,0,2,medium
986,haier,1,0,10.93844981,4.1,55,qled,1,32,0.004515178,4,0,0,1,3,1,2,2,2,3,1,2,big
987,acer,1,0,11.19821472,4.1,55,led,1,16,0.003089083,4,0,0,1,3,1,2,3,1,2,1,1,big
988,coocaa,0,1,10.30895266,4.05,43,led,1,19.2,0.004725158,3,0,0,1,1,0,1,1,0,0,0,2,medium
989,sansui,0,0,9.424725682,4.35,32,led,1,16,0.010883777,4,0,0,1,0,0,0,1,1,0,0,2,medium
990,acerpure,1,0,10.73639668,4.7,65,qled,1,16,0.005619687,4,0,0,1,2,1,2,1,0,2,1,2,medium
991,wobble,1,0,10.40426284,4,55,led,1,22.4,0.005818358,4,1,0,0,3,1,2,1,1,1,1,2,medium
992,wobble,1,0,10.27505111,4.3,50,led,1,22.4,0.006969206,4,1,0,0,4,1,2,1,1,1,1,2,medium
993,sony,1,0,12.34579741,4.5,77,led,1,16,0.001542252,4,0,0,1,1,1,2,1,1,4,0,2,big
994,bpl,1,0,10.62315494,4,50,led,1,25.6,0.004284949,4,0,0,1,4,1,2,2,1,1,1,1,small
995,samsung,1,0,10.30865262,4.3,43,led,1,25.6,0.007169056,4,1,0,0,4,1,2,1,1,1,0,2,big
996,marq,0,0,9.121509158,4,32,led,0,16,0.013587469,3,0,0,1,0,0,0,1,0,0,0,2,medium
997,bazeegar,1,0,9.952277717,4.25,43,qled,1,22.4,0.008905186,3,1,0,0,4,1,2,1,2,1,0,2,small
998,sony,1,0,11.87750608,4.35,75,led,1,16,0.002144941,4,1,0,0,1,1,2,1,1,4,1,2,big
999,wobble,1,0,10.37349118,4,50,qled,1,16,0.006500203,4,1,0,0,4,1,2,1,1,2,1,2,medium
1000,skylive,0,0,9.660268837,4.2,40,led,1,16,0.009106562,4,0,0,1,0,0,0,1,1,0,0,2,small
